u_40 usno_u.res  0.   12.5986577084 USNO 40 u
g_40 usno_g.res  0.   14.3943490127 USNO 40 g
r_40 usno_r.res  0.   14.2577741178 USNO 40 r
i_40 usno_i.res  0.   13.8814230466 USNO 40 i
z_40 usno_z.res  0.   12.7707880198 USNO 40 z
