g_ps1 ps1_g.dat 0. 14.5613159905 PS1 g 
r_ps1 ps1_r.dat 0. 14.76 PS1 r 
i_ps1 ps1_i.dat 0. 14.739 PS1 i 
z_ps1 ps1_z.dat 0. 14.325 PS1 z 
y_ps1 ps1_y.dat 0. 13.333 PS1 y
w_ps1 ps1_w.dat 0. 16.036 PS1 w 
