4600  0.
4610  1.146789e-05
4620  2.293578e-05
4630  3.440367e-05
4640  4.587156e-05
4650  5.733945e-05
4660  6.880734e-05
4670  8.027523e-05
4680  9.174312e-05
4690  0.000103211
4700  0.0001146789
4710  0.0001261468
4720  0.0001376147
4730  0.0001490826
4740  0.0001605505
4750  0.0001720183
4760  0.0001834862
4770  0.0001949541
4780  0.000206422
4790  0.0002178899
4800  0.0002293578
4810  0.0004357798
4820  0.0006422018
4830  0.0008486239
4840  0.001055046
4850  0.001261468
4860  0.00146789
4870  0.001674312
4880  0.001880734
4890  0.002087156
4900  0.002293578
4910  0.0025
4920  0.002706422
4930  0.002912844
4940  0.003119266
4950  0.003325688
4960  0.00353211
4970  0.003738532
4980  0.003944954
4990  0.004151376
5000  0.004357798
5010  0.004661697
5020  0.004965596
5030  0.005269495
5040  0.005573394
5050  0.005877294
5060  0.006181193
5070  0.006485092
5080  0.006788991
5090  0.00709289
5100  0.007396789
5110  0.007700688
5120  0.008004587
5130  0.008308486
5140  0.008612385
5150  0.008916284
5160  0.009220183
5170  0.009524083
5180  0.009827982
5190  0.01013188
5200  0.01043578
5210  0.01047592
5220  0.01051606
5230  0.01055619
5240  0.01059633
5250  0.01063647
5260  0.01067661
5270  0.01071674
5280  0.01075688
5290  0.01079702
5300  0.01083716
5310  0.01087729
5320  0.01091743
5330  0.01095757
5340  0.01099771
5350  0.01103784
5360  0.01107798
5370  0.01111812
5380  0.01115826
5390  0.01119839
5400  0.01123853
5410  0.01108945
5420  0.01094037
5430  0.01079128
5440  0.0106422
5450  0.01049312
5460  0.01034404
5470  0.01019495
5480  0.01004587
5490  0.009896789
5500  0.009747706
5510  0.009598624
5520  0.009449541
5530  0.009300459
5540  0.009151376
5550  0.009002294
5560  0.008853211
5570  0.008704128
5580  0.008555046
5590  0.008405963
5600  0.008256881
5610  0.008199541
5620  0.008142202
5630  0.008084862
5640  0.008027523
5650  0.007970183
5660  0.007912844
5670  0.007855505
5680  0.007798165
5690  0.007740826
5700  0.007683486
5710  0.007626147
5720  0.007568807
5730  0.007511468
5740  0.007454128
5750  0.007396789
5760  0.00733945
5770  0.00728211
5780  0.007224771
5790  0.007167431
5800  0.007110092
5810  0.006983945
5820  0.006857798
5830  0.006731651
5840  0.006605505
5850  0.006479358
5860  0.006353211
5870  0.006227064
5880  0.006100917
5890  0.005974771
5900  0.005848624
5910  0.005722477
5920  0.00559633
5930  0.005470183
5940  0.005344037
5950  0.00521789
5960  0.005091743
5970  0.004965596
5980  0.00483945
5990  0.004713303
6000  0.004587156
6010  0.004472477
6020  0.004357798
6030  0.004243119
6040  0.00412844
6050  0.004013761
6060  0.003899083
6070  0.003784404
6080  0.003669725
6090  0.003555046
6100  0.003440367
6110  0.003325688
6120  0.003211009
6130  0.00309633
6140  0.002981651
6150  0.002866972
6160  0.002752294
6170  0.002637615
6180  0.002522936
6190  0.002408257
6200  0.002293578
6210  0.002224771
6220  0.002155963
6230  0.002087156
6240  0.002018349
6250  0.001949541
6260  0.001880734
6270  0.001811927
6280  0.001743119
6290  0.001674312
6300  0.001605505
6310  0.001536697
6320  0.00146789
6330  0.001399083
6340  0.001330275
6350  0.001261468
6360  0.001192661
6370  0.001123853
6380  0.001055046
6390  0.0009862385
6400  0.0009174312
6410  0.0008830275
6420  0.0008486239
6430  0.0008142202
6440  0.0007798165
6450  0.0007454128
6460  0.0007110092
6470  0.0006766055
6480  0.0006422018
6490  0.0006077982
6500  0.0005733945
6510  0.0005389908
6520  0.0005045872
6530  0.0004701835
6540  0.0004357798
6550  0.0004013761
6560  0.0003669725
6570  0.0003325688
6580  0.0002981651
6590  0.0002637615
6600  0.0002293578
6610  0.0002236239
6620  0.0002178899
6630  0.000212156
6640  0.000206422
6650  0.0002006881
6660  0.0001949541
6670  0.0001892202
6680  0.0001834862
6690  0.0001777523
6700  0.0001720183
6710  0.0001662844
6720  0.0001605505
6730  0.0001548165
6740  0.0001490826
6750  0.0001433486
6760  0.0001376147
6770  0.0001318807
6780  0.0001261468
6790  0.0001204128
6800  0.0001146789
6810  0.0001146789
6820  0.0001146789
6830  0.0001146789
6840  0.0001146789
6850  0.0001146789
6860  0.0001146789
6870  0.0001146789
6880  0.0001146789
6890  0.0001146789
6900  0.0001146789
6910  0.0001146789
6920  0.0001146789
6930  0.0001146789
6940  0.0001146789
6950  0.0001146789
6960  0.0001146789
6970  0.0001146789
6980  0.0001146789
6990  0.0001146789
7000  0.0001146789
7010  0.0001146789
7020  0.0001146789
7030  0.0001146789
7040  0.0001146789
7050  0.0001146789
7060  0.0001146789
7070  0.0001146789
7080  0.0001146789
7090  0.0001146789
7100  0.0001146789
7110  0.0001146789
7120  0.0001146789
7130  0.0001146789
7140  0.0001146789
7150  0.0001146789
7160  0.0001146789
7170  0.0001146789
7180  0.0001146789
7190  0.0001146789
7200  0.0001146789
7210  0.000108945
7220  0.000103211
7230  9.747706e-05
7240  9.174312e-05
7250  8.600917e-05
7260  8.027523e-05
7270  7.454128e-05
7280  6.880734e-05
7290  6.307339e-05
7300  5.733945e-05
7310  5.16055e-05
7320  4.587156e-05
7330  4.013761e-05
7340  3.440367e-05
7350  2.866972e-05
7360  2.293578e-05
7370  1.720183e-05
7380  1.146789e-05
7390  5.733945e-06
7400  0
